tournament_id,date,tournament_name,location,source_code
2019-0013-06,22.09.2019,1.Spieltag - Kombinationsrangliste der Schüler und Jugend im NBV 2019/2020,Nümbrecht,2019-0013-06
2019-0014-03,22.09.2019,3. GM-Hütter Sommer,Georgsmarienhütte,2019-0014-03
2019-0014-04,22.09.2019,3. GM-Hütter Sommer,Georgsmarienhütte,2019-0014-04
2019-0014-05,22.09.2019,3. GM-Hütter Sommer,Georgsmarienhütte,2019-0014-05
2019-0014-06,22.09.2019,3. GM-Hütter Sommer,Georgsmarienhütte,2019-0014-06
2019-0014-07,22.09.2019,3. GM-Hütter Sommer,Georgsmarienhütte,2019-0014-07
2019-0014-09,22.09.2019,3. GM-Hütter Sommer,Georgsmarienhütte,2019-0014-09
2019-0015-09,22.09.2019,9. Messecup der MGW Rheinstetten 02,Rheinstetten,2019-0015-09
2019-0016-05,08.09.2019,"5. Spieltag 3. Bundesliga Nord, Staffel 2",Künsebeck,2019-0016-05
2019-0018-07,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-07
2019-0018-08,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-08
2019-0018-09,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-09
2019-0018-10,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-10
2019-0018-11,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-11
2019-0018-12,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-12
2019-0018-13,28.-31.08.2019,Deutsche Meisterschaften System Beton,Künzell,2019-0018-13
2019-0019-13,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-13
2019-0019-14,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-14
2019-0019-15,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-15
2019-0019-16,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-16
2019-0019-17,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-17
2019-0019-18,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-18
2019-0019-19,22.-24.08.2019,Deutsche Meisterschaften System Miniaturgolf,Cuxhaven-Sahlenburg,2019-0019-19
2019-0021-03,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-03
2019-0021-04,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-04
2019-0021-05,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-05
2019-0021-06,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-06
2019-0021-07,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-07
2019-0021-08,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-08
2019-0021-09,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-09
2019-0021-10,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-10
2019-0021-11,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-11
2019-0021-12,15.-17.08.2019,Deutsche Meisterschaften System Cobigolf,Essen,2019-0021-12
2019-0022-05,11.08.2019,7. Oachkatzl-Cup,Landshut,2019-0022-05
2019-0023-03,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-03
2019-0023-04,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-04
2019-0023-05,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-05
2019-0023-06,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-06
2019-0023-07,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-07
2019-0023-08,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-08
2019-0023-09,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-09
2019-0023-10,10.-11.08.2019,Assindia-Pokal,Essen,2019-0023-10
2019-0024-03,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-03
2019-0024-04,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-04
2019-0024-05,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-05
2019-0024-06,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-06
2019-0024-07,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-07
2019-0024-08,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-08
2019-0024-09,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-09
2019-0024-10,10.-11.08.2019,29. Rebland-Turnier,Ohlsbach,2019-0024-10
2019-0030-08,04.08.2019,5. Spieltag der Bezirksliga 4,Wanne-Eickel,2019-0030-08
2019-0030-09,04.08.2019,5. Spieltag der Bezirksliga 4,Wanne-Eickel,2019-0030-09
2019-0034-07,28.07.2019,5. Spieltag 3. Bundesliga Süd Staffel 2,Tuttlingen,2019-0034-07
2019-0036-03,28.07.2019,5. Spieltag 2. Bundesliga Nord Staffel 1,Wesel,2019-0036-03
2019-0037-05,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0037-05
2019-0037-06,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0037-06
2019-0037-07,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0037-07
2019-0038-03,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0038-03
2019-0038-04,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0038-04
2019-0038-05,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0038-05
2019-0038-06,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0038-06
2019-0038-07,20.-21.07.2019,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-0038-07
2019-0042-03,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-03
2019-0042-04,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-04
2019-0042-05,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-05
2019-0042-06,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-06
2019-0042-07,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-07
2019-0042-08,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-08
2019-0042-10,07.07.2019,7. Oveney Open,Felderbachtal,2019-0042-10
2019-0043-11,23.06.2019,3. Saale-Cup 2019,Hohenwarte,2019-0043-11
2019-0043-12,23.06.2019,3. Saale-Cup 2019,Hohenwarte,2019-0043-12
2019-0050-03,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-03
2019-0050-04,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-04
2019-0050-05,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-05
2019-0050-06,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-06
2019-0050-07,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-07
2019-0050-08,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-08
2019-0050-09,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-09
2019-0050-10,14.-16.06.2019,World Adventure Golf Masters 2019,Kungälv/SWE,2019-0050-10
2019-0052-08,09.06.2019,19. Hoferkopfturnier,Friedrichsthal,2019-0052-08
2019-0052-09,09.06.2019,19. Hoferkopfturnier,Friedrichsthal,2019-0052-09
2019-0053-05,09.06.2019,35. Sieben-Keltern-Turnier,Metzingen,2019-0053-05
2019-0053-06,09.06.2019,35. Sieben-Keltern-Turnier,Metzingen,2019-0053-06
2019-0053-07,09.06.2019,35. Sieben-Keltern-Turnier,Metzingen,2019-0053-07
2019-0053-09,09.06.2019,35. Sieben-Keltern-Turnier,Metzingen,2019-0053-09
2019-0056-10,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-10
2019-0056-11,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-11
2019-0056-12,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-12
2019-0056-13,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-13
2019-0056-14,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-14
2019-0056-15,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-15
2019-0056-16,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-16
2019-0056-17,31.05.- 02.06.2019,34. Elbe-Weser-Pokalturnier,Cuxhaven,2019-0056-17
2019-0057-03,26.05.2019,4. Spieltag der 1. Bundesliga Nord,Hamburg,2019-0057-03
2019-0059-02,26.05.2019,4. Spieltag 2. Bundesliga Nord Staffel 1,Velbert-Hardenb.,2019-0059-02
2019-0062-08,26.05.2019,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-0062-08
2019-0062-09,26.05.2019,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-0062-09
2019-0064-06,12.05.2019,2. Wanderpokal des MGC Nümbrecht,Nümbrecht,2019-0064-06
2019-0064-08,12.05.2019,2. Wanderpokal des MGC Nümbrecht,Nümbrecht,2019-0064-08
2019-0064-09,12.05.2019,2. Wanderpokal des MGC Nümbrecht,Nümbrecht,2019-0064-09
2019-0064-10,12.05.2019,2. Wanderpokal des MGC Nümbrecht,Nümbrecht,2019-0064-10
2019-0064-11,12.05.2019,2. Wanderpokal des MGC Nümbrecht,Nümbrecht,2019-0064-11
2019-0064-12,12.05.2019,2. Wanderpokal des MGC Nümbrecht,Nümbrecht,2019-0064-12
2019-0065-03,05.05.2019,Punktspiel Verbandsliga BBS,BBS,2019-0065-03
2019-0066-07,05.05.2019,3. Spieltag Bezirksliga 4 im NBV,Büttgen,2019-0066-07
2019-0066-08,05.05.2019,3. Spieltag Bezirksliga 4 im NBV,Büttgen,2019-0066-08
2019-0067-03,05.05.2019,2. Spieltag 3. Bundesliga Nord Staffel 2,Bremen,2019-0067-03
2019-0069-03,05.05.2019,3. Spieltag 2. Bundesliga Nord Staffel 1,Kerpen,2019-0069-03
2019-0071-03,05.05.2019,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-0071-03
2019-0076-05,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0076-05
2019-0076-06,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0076-06
2019-0076-07,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0076-07
2019-0076-08,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0076-08
2019-0076-10,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0076-10
2019-0076-11,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0076-11
2019-0077-05,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0077-05
2019-0077-06,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0077-06
2019-0077-08,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0077-08
2019-0077-10,20.-21.04.2019,54. Internationales Osterturnier,Weinheim,2019-0077-10
2019-0078-03,14.04.2019,2. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-0078-03
2019-0080-03,14.04.2019,2. Spieltag 2. Bundesliga Nord Staffel 1,Bochum,2019-0080-03
2019-0082-04,14.04.2019,2. Spieltag 3. Bundesliga Nord Staffel 1,Bottrop,2019-0082-04
2019-0082-07,14.04.2019,2. Spieltag 3. Bundesliga Nord Staffel 1,Bottrop,2019-0082-07
2019-0082-08,14.04.2019,2. Spieltag 3. Bundesliga Nord Staffel 1,Bottrop,2019-0082-08
2019-0085-03,14.04.2019,Verbandsliga Allgemeine Klasse Baden,Ohlsbach,2019-0085-03
2019-0086-08,14.04.2019,2. Spieltag der Bezirksliga 4,Rheinhausen,2019-0086-08
2019-0086-09,14.04.2019,2. Spieltag der Bezirksliga 4,Rheinhausen,2019-0086-09
2019-0089-03,31.03.2019,"3. Bundesliga Nord Staffel I, 1. Spieltag",Bad Godesberg,2019-0089-03
2019-0091-05,31.03.2019,"2. Bundesliga Nord Staffel I, 1. Spieltag",Wanne-Eickel,2019-0091-05
2019-0093-03,31.03.2019,"1. Bundesliga Nord, 1. Spieltag",Wallenhorst,2019-0093-03
2019-0095-03,24.03.2019,Seniorenliga Baden,Ohlsbach,2019-0095-03
2019-0096-02,17.03.2019,A-Rangliste und Seniorenliga MRP,Mannheim-Sandhofen,2019-0096-02
2019-0097-03,17.03.2019,53. Siebengebirgsturnier,Bad Godesberg,2019-0097-03
2019-0097-06,17.03.2019,53. Siebengebirgsturnier,Bad Godesberg,2019-0097-06
2019-0098-02,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-02
2019-0098-03,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-03
2019-0098-04,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-04
2019-0098-05,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-05
2019-0098-06,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-06
2019-0098-07,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-07
2019-0098-08,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-08
2019-0098-09,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-09
2019-0098-10,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-10
2019-0098-11,10.03.2019,8. Erzgebirgspokal,Eibenstock,2019-0098-11
2019-03-17-Bad_Godesberg,2019-03-17,53. Siebengebirgsturnier,Bad Godesberg,2019-03-17-Bad_Godesberg
2019-03-17-Mannheim_Sandhofen_Halle,2019-03-17,A-Rangliste und Seniorenliga MRP,Mannheim-Sandhofen,2019-03-17-Mannheim_Sandhofen_Halle
2019-03-24-Mainz_Hartenberg,2019-03-24,MRP Rangliste Senioren,MRP,2019-03-24-Mainz_Hartenberg
2019-03-24-Ohlsbach,2019-03-24,Seniorenliga Baden,Ohlsbach,2019-03-24-Ohlsbach
2019-03-31-Bad_Godesberg,2019-03-31,"3. Bundesliga Nord Staffel I, 1. Spieltag",Bad Godesberg,2019-03-31-Bad_Godesberg
2019-03-31-Herne,2019-03-31,"2. Bundesliga Nord Staffel I, 1. Spieltag",Wanne-Eickel,2019-03-31-Herne
2019-03-31-Wallenhorst_Rulle,2019-03-31,"1. Bundesliga Nord, 1. Spieltag",Wallenhorst,2019-03-31-Wallenhorst_Rulle
2019-04-07-Mainz_Hartenberg,2019-04-07,MRP-Rangliste (Jugend/Allg. Klasse),Mainz,2019-04-07-Mainz_Hartenberg
2019-04-07-Mannheim,2019-04-07,MRP -Seniorenliga,Mannheim,2019-04-07-Mannheim
2019-04-14-Bochum_Stadtpark,2019-04-14,2. Spieltag 2. Bundesliga Nord Staffel 1,Bochum,2019-04-14-Bochum_Stadtpark
2019-04-14-Bottrop_Overbeckshof,2019-04-14,2. Spieltag 3. Bundesliga Nord Staffel 1,Bottrop,2019-04-14-Bottrop_Overbeckshof
2019-04-14-Duisburg_Rheinhausen,2019-04-14,2. Spieltag der Bezirksliga 4,Rheinhausen,2019-04-14-Duisburg_Rheinhausen
2019-04-14-Herne,2019-04-14,2. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-04-14-Herne
2019-04-14-Nümbrecht,2019-04-14,2. Spieltag NBV Kombi-Ligen u. 4.Kreisliga,Nümbrecht,2019-04-14-Nümbrecht
2019-04-14-Ohlsbach,2019-04-14,Verbandsliga Allgemeine Klasse Baden,Ohlsbach,2019-04-14-Ohlsbach
2019-05-05-Bad_Bodendorf,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Bad_Bodendorf
2019-05-05-Bad_Homburg_Hirschgarten,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Bad_Homburg_Hirschgarten
2019-05-05-Bensheim,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Bensheim
2019-05-05-Bremen_Vahr,2019-05-05,2. Spieltag 3. Bundesliga Nord Staffel 2,Bremen,2019-05-05-Bremen_Vahr
2019-05-05-Büttgen,2019-05-05,3. Spieltag Bezirksliga 4 im NBV,Büttgen,2019-05-05-Büttgen
2019-05-05-Gladbeck,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Gladbeck
2019-05-05-Grötzingen,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Grötzingen
2019-05-05-Ilvesheim,2019-05-05,Punktspiel Verbandsliga BBS,BBS,2019-05-05-Ilvesheim
2019-05-05-Kerpen,2019-05-05,3. Spieltag 2. Bundesliga Nord Staffel 1,Kerpen,2019-05-05-Kerpen
2019-05-05-Landshut,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Landshut
2019-05-05-Ludwigshafen,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Ludwigshafen
2019-05-05-Mönchengladbach,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Mönchengladbach
2019-05-05-Nierstein,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Nierstein
2019-05-05-Northeim,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Northeim
2019-05-05-Olching,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Olching
2019-05-05-Pegnitz,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Pegnitz
2019-05-05-Remseck,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Remseck
2019-05-05-Wanne_Eickel,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Wanne_Eickel
2019-05-05-Wolfsburg,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Wolfsburg
2019-05-05-Wolnzach,2019-05-05,3. Spieltag der 1. Bundesliga Nord,Wanne-Eickel,2019-05-05-Wolnzach
2019-05-26-Berlin_Marienfelde,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Berlin_Marienfelde
2019-05-26-Hamburg_Rahlstedt,2019-05-26,4. Spieltag der 1. Bundesliga Nord,Hamburg,2019-05-26-Hamburg_Rahlstedt
2019-05-26-Hardenberg,2019-05-26,4. Spieltag 2. Bundesliga Nord Staffel 1,Velbert-Hardenb.,2019-05-26-Hardenberg
2019-05-26-Illertissen,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Illertissen
2019-05-26-Inzlingen,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Inzlingen
2019-05-26-Kiel_West,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Kiel_West
2019-05-26-Metzingen,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Metzingen
2019-05-26-Murnau_See,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Murnau_See
2019-05-26-Niederstetten,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Niederstetten
2019-05-26-Olching,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Olching
2019-05-26-Salzgitter,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Salzgitter
2019-05-26-Velbert_Langenberg,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Velbert_Langenberg
2019-05-26-Vellmar,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Vellmar
2019-05-26-Wesel,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Wesel
2019-05-26-Witten_Herbede,2019-05-26,4. Meisterschaftsspiel Bezirksliga 4 NBV,Velbert- Langenb.,2019-05-26-Witten_Herbede
2019-06-09-Bildstock,2019-06-09,19. Hoferkopfturnier,Friedrichsthal,2019-06-09-Bildstock
2019-06-09-Metzingen,2019-06-09,35. Sieben-Keltern-Turnier,Metzingen,2019-06-09-Metzingen
2019-06-16-Dudweiler,2019-06-16,World Adventure Golf Masters 2019,Kungälv/SWE,2019-06-16-Dudweiler
2019-06-23-Bad_Feilnbach,2019-06-23,3. Saale-Cup 2019,Hohenwarte,2019-06-23-Bad_Feilnbach
2019-06-23-Hohenwarte,2019-06-23,3. Saale-Cup 2019,Hohenwarte,2019-06-23-Hohenwarte
2019-07-21-Elmshorn,2019-07-21,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-07-21-Elmshorn
2019-07-21-Mitterteich,2019-07-21,WDM Abt.1 2019,Wanne-Eickel  / Uerdingen,2019-07-21-Mitterteich
2019-07-28-Tuttlingen,2019-07-28,5. Spieltag 3. Bundesliga Süd Staffel 2,Tuttlingen,2019-07-28-Tuttlingen
2019-07-28-Wesel,2019-07-28,5. Spieltag 2. Bundesliga Nord Staffel 1,Wesel,2019-07-28-Wesel
2019-08-04-Höchberg,2019-08-04,27. Höchberger Krackenturnier,Höchberg,2019-08-04-Höchberg
2019-08-04-Wanne_Eickel,2019-08-04,5. Spieltag der Bezirksliga 4,Wanne-Eickel,2019-08-04-Wanne_Eickel
2019-08-11-Landshut,2019-08-11,7. Oachkatzl-Cup,Landshut,2019-08-11-Landshut
2019-09-08-Künsebeck,2019-09-08,"5. Spieltag 3. Bundesliga Nord, Staffel 2",Künsebeck,2019-09-08-Künsebeck
2019-09-08-Neheim_Hüsten,2019-09-08,"5. Spieltag 3. Bundesliga Nord, Staffel 2",Künsebeck,2019-09-08-Neheim_Hüsten
2019-09-22-Nümbrecht,2019-09-22,1.Spieltag - Kombinationsrangliste der Schüler und Jugend im NBV 2019/2020,Nümbrecht,2019-09-22-Nümbrecht
2019-09-22-Rheinstetten,2019-09-22,9. Messecup der MGW Rheinstetten 02,Rheinstetten,2019-09-22-Rheinstetten
2019-09-29-Herten,2019-09-29,Rhein-Ruhr Jugendpokal,Herten,2019-09-29-Herten
2022-0001-02,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-02
2022-0001-03,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-03
2022-0001-04,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-04
2022-0001-05,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-05
2022-0001-06,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-06
2022-0001-07,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-07
2022-0001-08,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-08
2022-0001-09,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-09
2022-0001-10,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-10
2022-0001-11,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-11
2022-0001-12,17.-18.12.2022,Adventsturnier des SSC Halver 2022,Halver,2022-0001-12
2022-0003-03,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-03
2022-0003-04,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-04
2022-0003-05,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-05
2022-0003-06,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-06
2022-0003-07,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-07
2022-0003-08,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-08
2022-0003-09,05.-06.11.2022,Grand Prix-Turnier,Eibenstock,2022-0003-09
2022-0004-02,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-02
2022-0004-03,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-03
2022-0004-04,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-04
2022-0004-05,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-05
2022-0004-06,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-06
2022-0004-07,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-07
2022-0004-08,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-08
2022-0004-09,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-09
2022-0004-10,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-10
2022-0004-11,05.-06.11.2022,7. Hallenmeisterschaft 2022,Halver,2022-0004-11
2022-0005-05,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-05
2022-0005-06,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-06
2022-0005-07,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-07
2022-0005-08,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-08
2022-0005-09,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-09
2022-0005-10,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-10
2022-0005-11,23.10.2022,9. Wanderpokal des MGC Nümbrecht e. V.,Nümbrecht,2022-0005-11
2022-0006-04,16.10.2022,Rhein-Ruhr-Jugendpokal 2022,Herten,2022-0006-04
2022-0008-02,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-02
2022-0008-03,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-03
2022-0008-04,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-04
2022-0008-05,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-05
2022-0008-06,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-06
2022-0008-07,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-07
2022-0008-08,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-08
2022-0008-09,15.-16.10.2022,7. Halleneröffnungsturnier Halver 2022,Halver,2022-0008-09
2022-0011-03,03.10.2022,8.Wassermühlencup,Osnabrück,2022-0011-03
2022-0011-04,03.10.2022,8.Wassermühlencup,Osnabrück,2022-0011-04
