tournament_id,date,tournament_name,location,source_code
2015-0001-03,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-03
2015-0001-04,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-04
2015-0001-05,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-05
2015-0001-06,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-06
2015-0001-07,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-07
2015-0001-08,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-08
2015-0001-09,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-09
2015-0001-10,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-10
2015-0001-11,07.-08.11.2015,Grand Prix 2015,Eibenstock,2015-0001-11
2015-0004-02,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-02
2015-0004-03,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-03
2015-0004-04,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-04
2015-0004-05,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-05
2015-0004-06,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-06
2015-0004-07,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-07
2015-0004-08,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-08
2015-0004-09,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-09
2015-0004-10,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-10
2015-0004-11,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-11
2015-0004-12,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-12
2015-0004-13,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-13
2015-0004-14,03.10.2015,19. Zwei-Burgen-Turnier,Weinheim,2015-0004-14
2015-0005-03,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-03
2015-0005-04,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-04
2015-0005-05,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-05
2015-0005-06,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-06
2015-0005-07,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-07
2015-0005-08,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-08
2015-0005-09,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-09
2015-0005-10,26.-27.09.2015,8. Heven-Cup 2015,Witten-Heven,2015-0005-10
2015-0006-03,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-03
2015-0006-04,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-04
2015-0006-05,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-05
2015-0006-06,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-06
2015-0006-07,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-07
2015-0006-08,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-08
2015-0006-09,19.-20.09.2015,6. Hamburger Minigolf Open,HH-Niendorf,2015-0006-09
2015-0008-03,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-03
2015-0008-05,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-05
2015-0008-06,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-06
2015-0008-07,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-07
2015-0008-08,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-08
2015-0008-09,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-09
2015-0008-10,08.-09.08.2015,25. Rebland-Turnier,Ohlsbach,2015-0008-10
2015-0010-09,05.07.2015,7. Messecup,Rheinstetten,2015-0010-09
2015-0014-03,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-03
2015-0014-04,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-04
2015-0014-05,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-05
2015-0014-06,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-06
2015-0014-08,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-08
2015-0014-09,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-09
2015-0014-10,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-10
2015-0014-11,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-11
2015-0014-12,15.-17.05.2015,32. Elbe-Weser-Pokalturnier,Cuxhaven,2015-0014-12
2015-0022-03,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-03
2015-0022-04,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-04
2015-0022-05,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-05
2015-0022-06,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-06
2015-0022-07,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-07
2015-0022-08,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-08
2015-0022-09,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0022-09
2015-0023-03,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-03
2015-0023-04,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-04
2015-0023-05,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-05
2015-0023-06,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-06
2015-0023-07,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-07
2015-0023-08,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-08
2015-0023-09,04.-05.04.2015,50. internationales Osterturnier (Beton) 50. internationales Osterturnier (Miniaturgolf) 50. internationales Osterturnier (Kombi),Weinheim,2015-0023-09
2015-0028-03,08.03.2015,7. Ohlsbacher Turnier zum Frühlingserwachen,Ohlsbach,2015-0028-03
2015-0028-04,08.03.2015,7. Ohlsbacher Turnier zum Frühlingserwachen,Ohlsbach,2015-0028-04
2015-0029-04,18.01.2015,Südwestdeutsche Jugendmeisterschaften,Mannheim,2015-0029-04
2015-01-18-Mannheim_Sandhofen_Halle,2015-01-18,Südwestdeutsche Jugendmeisterschaften,Mannheim,2015-01-18-Mannheim_Sandhofen_Halle
2015-07-05-Bad_Bocklet,2015-07-05,7. Messecup,Rheinstetten,2015-07-05-Bad_Bocklet
2015-07-05-Rheinstetten,2015-07-05,7. Messecup,Rheinstetten,2015-07-05-Rheinstetten
2015-07-05-Wolnzach,2015-07-05,7. Messecup,Rheinstetten,2015-07-05-Wolnzach
2015-08-09-Heilbronn,2015-08-09,25. Rebland-Turnier,Ohlsbach,2015-08-09-Heilbronn
2015-08-09-Illertissen,2015-08-09,25. Rebland-Turnier,Ohlsbach,2015-08-09-Illertissen
2015-08-09-Landshut,2015-08-09,25. Rebland-Turnier,Ohlsbach,2015-08-09-Landshut
2015-08-09-Lichtenfels,2015-08-09,25. Rebland-Turnier,Ohlsbach,2015-08-09-Lichtenfels
2016-0001-02,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-02
2016-0001-03,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-03
2016-0001-04,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-04
2016-0001-05,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-05
2016-0001-06,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-06
2016-0001-07,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-07
2016-0001-08,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-08
2016-0001-09,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-09
2016-0001-10,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-10
2016-0001-11,05.-06.11.2016,Grand Prix 2016,Eibenstock,2016-0001-11
2016-0002-03,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-03
2016-0002-04,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-04
2016-0002-05,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-05
2016-0002-06,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-06
2016-0002-07,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-07
2016-0002-08,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-08
2016-0002-09,29.-30.10.2017,29. Erftpokal 2016,Paffendorf,2016-0002-09
2016-0003-07,09.10.2016,BMW Knopf Trophy 2016,Schriesheim,2016-0003-07
2016-0003-08,09.10.2016,BMW Knopf Trophy 2016,Schriesheim,2016-0003-08
2016-0003-09,09.10.2016,BMW Knopf Trophy 2016,Schriesheim,2016-0003-09
2016-0003-10,09.10.2016,BMW Knopf Trophy 2016,Schriesheim,2016-0003-10
2016-0007-03,17.-18.09.2016,Heven-Cup 2016,Witten,2016-0007-03
2016-0007-04,17.-18.09.2016,Heven-Cup 2016,Witten,2016-0007-04
2016-0007-05,17.-18.09.2016,Heven-Cup 2016,Witten,2016-0007-05
2016-0007-06,17.-18.09.2016,Heven-Cup 2016,Witten,2016-0007-06
2016-0007-07,17.-18.09.2016,Heven-Cup 2016,Witten,2016-0007-07
2016-0007-08,17.-18.09.2016,Heven-Cup 2016,Witten,2016-0007-08
2016-0011-03,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-03
2016-0011-04,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-04
2016-0011-05,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-05
2016-0011-06,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-06
2016-0011-07,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-07
2016-0011-08,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-08
2016-0011-09,18.-20.08.2016,61. Deutsche Meisterschaften System Beton,Traben-Trarbach,2016-0011-09
2016-0012-03,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-03
2016-0012-04,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-04
2016-0012-05,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-05
2016-0012-06,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-06
2016-0012-07,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-07
2016-0012-08,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-08
2016-0012-09,18.-20.08.2016,57. Deutsche Meisterschaften System Eternit,Mannheim,2016-0012-09
2016-0013-03,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-03
2016-0013-04,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-04
2016-0013-05,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-05
2016-0013-06,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-06
2016-0013-07,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-07
2016-0013-08,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-08
2016-0013-09,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-09
2016-0013-10,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-10
2016-0013-11,18.-20.08.2016,54. Deutsche Meisterschaften System Cobigolf,Rauschenberg,2016-0013-11
2016-0018-03,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-03
2016-0018-04,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-04
2016-0018-05,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-05
2016-0018-06,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-06
2016-0018-07,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-07
2016-0018-08,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-08
2016-0018-09,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-09
2016-0018-10,13.-14.08.2016,26. Rebland-Turnier,Ohlsbach,2016-0018-10
2016-0019-07,07.08.2016,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-0019-07
2016-0019-09,07.08.2016,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-0019-09
2016-0019-10,07.08.2016,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-0019-10
2016-0024-10,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0024-10
2016-0024-11,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0024-11
2016-0024-12,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0024-12
2016-0024-13,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0024-13
2016-0025-09,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0025-09
2016-0025-10,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0025-10
2016-0025-11,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0025-11
2016-0025-12,21.-23.07.2016,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-0025-12
2016-0037-03,05.06.2016,"NBV-Landesliga I, 3. Spieltag",Lüdenscheid,2016-0037-03
2016-0037-07,05.06.2016,"NBV-Landesliga I, 3. Spieltag",Lüdenscheid,2016-0037-07
2016-0037-09,05.06.2016,"NBV-Landesliga I, 3. Spieltag",Lüdenscheid,2016-0037-09
2016-0038-07,05.06.2016,"NBV-Berzirksliga Staffel VII, 3. Spieltag",Castrop-Rauxel,2016-0038-07
2016-0038-09,05.06.2016,"NBV-Berzirksliga Staffel VII, 3. Spieltag",Castrop-Rauxel,2016-0038-09
2016-0039-03,05.06.2016,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-0039-03
2016-0042-04,29.05.2016,MRP-Jugendliga/A-Rangliste,Mainz,2016-0042-04
2016-0043-07,22.05.2016,"1. Bundesliga Nord, 2. Spieltag",Dormagen,2016-0043-07
2016-0043-10,22.05.2016,"1. Bundesliga Nord, 2. Spieltag",Dormagen,2016-0043-10
2016-0043-11,22.05.2016,"1. Bundesliga Nord, 2. Spieltag",Dormagen,2016-0043-11
2016-0043-12,22.05.2016,"1. Bundesliga Nord, 2. Spieltag",Dormagen,2016-0043-12
2016-0046-09,22.05.2016,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-0046-09
2016-0046-10,22.05.2016,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-0046-10
2016-0050-04,01.05.2016,MRP - Seniorenliga/A-Rangliste,Mainz,2016-0050-04
2016-0050-07,01.05.2016,MRP - Seniorenliga/A-Rangliste,Mainz,2016-0050-07
2016-0054-03,17.04.2016,1. Spieltag 1. Bundesliga Nord,Kerpen,2016-0054-03
2016-0054-04,17.04.2016,1. Spieltag 1. Bundesliga Nord,Kerpen,2016-0054-04
2016-0054-05,17.04.2016,1. Spieltag 1. Bundesliga Nord,Kerpen,2016-0054-05
2016-0054-08,17.04.2016,1. Spieltag 1. Bundesliga Nord,Kerpen,2016-0054-08
2016-0055-03,10.04.2016,"NBV-Landesliga Staffel 1, 1. Spieltag",Hardenberg,2016-0055-03
2016-0055-07,10.04.2016,"NBV-Landesliga Staffel 1, 1. Spieltag",Hardenberg,2016-0055-07
2016-0057-06,10.04.2016,2. Spieltag Jugendrangliste BBS / MRP,Weinheim,2016-0057-06
2016-0059-03,26.-27.03.2016,51. internationales Osterturnier (Beton),Weinheim,2016-0059-03
2016-0059-04,26.-27.03.2016,51. internationales Osterturnier (Beton),Weinheim,2016-0059-04
2016-0059-05,26.-27.03.2016,51. internationales Osterturnier (Beton),Weinheim,2016-0059-05
2016-0059-06,26.-27.03.2016,51. internationales Osterturnier (Beton),Weinheim,2016-0059-06
2016-0059-07,26.-27.03.2016,51. internationales Osterturnier (Beton),Weinheim,2016-0059-07
2016-0059-08,26.-27.03.2016,51. internationales Osterturnier (Beton),Weinheim,2016-0059-08
2016-0060-05,26.-27.03.2016,51. internationales Osterturnier (Miniaturgolf),Weinheim,2016-0060-05
2016-0060-08,26.-27.03.2016,51. internationales Osterturnier (Miniaturgolf),Weinheim,2016-0060-08
2016-0060-09,26.-27.03.2016,51. internationales Osterturnier (Miniaturgolf),Weinheim,2016-0060-09
2016-0062-02,06.03.2016,8. Turnier zum Frühlingserwachen,Ohlsbach,2016-0062-02
2016-0062-03,06.03.2016,8. Turnier zum Frühlingserwachen,Ohlsbach,2016-0062-03
2016-0063-03,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-03
2016-0063-04,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-04
2016-0063-05,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-05
2016-0063-06,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-06
2016-0063-07,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-07
2016-0063-08,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-08
2016-0063-09,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-09
2016-0063-10,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-10
2016-0063-11,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-11
2016-0063-12,06.03.2016,5. Erzgebirgspokal,Eibenstock,2016-0063-12
2016-03-27-Bad_Homburg_Kirdorf,2016-03-27,51. internationales Osterturnier (Beton),Weinheim,2016-03-27-Bad_Homburg_Kirdorf
2016-04-10-Arheilgen2,2016-04-10,2. Spieltag Jugendrangliste BBS / MRP,Weinheim,2016-04-10-Arheilgen2
2016-04-10-Bildstock,2016-04-10,2. Spieltag Jugendrangliste BBS / MRP,Weinheim,2016-04-10-Bildstock
2016-04-10-Mönchengladbach,2016-04-10,2. Spieltag Jugendrangliste BBS / MRP,Weinheim,2016-04-10-Mönchengladbach
2016-04-10-Sindelfingen,2016-04-10,2. Spieltag Jugendrangliste BBS / MRP,Weinheim,2016-04-10-Sindelfingen
2016-04-10-Velbert_Hardenberg,2016-04-10,"NBV-Landesliga Staffel 1, 1. Spieltag",Hardenberg,2016-04-10-Velbert_Hardenberg
2016-04-10-Weinheim,2016-04-10,2. Spieltag Jugendrangliste BBS / MRP,Weinheim,2016-04-10-Weinheim
2016-04-17-Kerpen,2016-04-17,1. Spieltag 1. Bundesliga Nord,Kerpen,2016-04-17-Kerpen
2016-05-01-Mainz_Hartenberg,2016-05-01,MRP - Seniorenliga/A-Rangliste,Mainz,2016-05-01-Mainz_Hartenberg
2016-05-01-Mainz_Hartenberg2,2016-05-01,MRP - Seniorenliga/A-Rangliste,Mainz,2016-05-01-Mainz_Hartenberg2
2016-05-22-Castrop,2016-05-22,"3. Bundesliga Nord Staffel 1, 2. Spieltag",Castrop-Rauxel,2016-05-22-Castrop
2016-05-22-Dormagen_Hackenbroich,2016-05-22,"1. Bundesliga Nord, 2. Spieltag",Dormagen,2016-05-22-Dormagen_Hackenbroich
2016-05-22-Homburg_Stadtpark,2016-05-22,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-05-22-Homburg_Stadtpark
2016-05-22-Kerpen,2016-05-22,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-05-22-Kerpen
2016-05-22-Ladenburg,2016-05-22,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-05-22-Ladenburg
2016-05-22-Mannheim,2016-05-22,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-05-22-Mannheim
2016-05-22-Sulzfeld,2016-05-22,"NBV-Landesliga Staffel 1, 2. Spieltag",Kerpen,2016-05-22-Sulzfeld
2016-05-29-Mainz_Hartenberg,2016-05-29,MRP-Jugendliga/A-Rangliste,Mainz,2016-05-29-Mainz_Hartenberg
2016-05-29-Mainz_Hartenberg2,2016-05-29,MRP-Jugendliga/A-Rangliste,Mainz,2016-05-29-Mainz_Hartenberg2
2016-06-05-Bad_Bocklet,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Bad_Bocklet
2016-06-05-Bad_Feilnbach,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Bad_Feilnbach
2016-06-05-Bamberg,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Bamberg
2016-06-05-Castrop,2016-06-05,"NBV-Berzirksliga Staffel VII, 3. Spieltag",Castrop-Rauxel,2016-06-05-Castrop
2016-06-05-Gebhardshagen,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Gebhardshagen
2016-06-05-Karlsfeld,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Karlsfeld
2016-06-05-Landshut,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Landshut
2016-06-05-Lüdenscheid,2016-06-05,"NBV-Landesliga I, 3. Spieltag",Lüdenscheid,2016-06-05-Lüdenscheid
2016-06-05-Mitterteich,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Mitterteich
2016-06-05-Murnau_See,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Murnau_See
2016-06-05-Pegnitz,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Pegnitz
2016-06-05-Schwaikheim,2016-06-05,"MVBN-Verbandsliga Süd, 3. Punktspiel",Gebhardshagen,2016-06-05-Schwaikheim
2016-06-19-Bochum_Stadtpark,2016-06-19,"3. Bundesliga Nord Staffel I, 3. Spieltag",Bochum,2016-06-19-Bochum_Stadtpark
2016-07-23-Kerpen,2016-07-23,Deutsche Minigolf-Jugendmeisterschaften,Weinheim,2016-07-23-Kerpen
2016-08-07-Dormagen_Hackenbroich,2016-08-07,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-08-07-Dormagen_Hackenbroich
2016-08-07-Höchberg,2016-08-07,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-08-07-Höchberg
2016-08-07-Kaarst,2016-08-07,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-08-07-Kaarst
2016-08-07-Kerpen,2016-08-07,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-08-07-Kerpen
2016-08-07-Straßlach,2016-08-07,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-08-07-Straßlach
2016-08-07-Witten_Herbede,2016-08-07,"NBV-Landesliga Staffel I, 5. Spieltag",Kaarst,2016-08-07-Witten_Herbede
2016-10-09-Schriesheim,2016-10-09,BMW Knopf Trophy 2016,Schriesheim,2016-10-09-Schriesheim
2017-0001-03,21.10.-22.10.2017,30. Erftpokal,Bergheim,2017-0001-03
2017-0001-04,21.10.-22.10.2017,30. Erftpokal,Bergheim,2017-0001-04
2017-0001-05,21.10.-22.10.2017,30. Erftpokal,Bergheim,2017-0001-05
2017-0001-06,21.10.-22.10.2017,30. Erftpokal,Bergheim,2017-0001-06
2017-0001-07,21.10.-22.10.2017,30. Erftpokal,Bergheim,2017-0001-07
2017-0001-08,21.10.-22.10.2017,30. Erftpokal,Bergheim,2017-0001-08
2017-0002-05,08.10.2017,BMW-Knopf-Trophy 2017,Schriesheim,2017-0002-05
2017-0002-10,08.10.2017,BMW-Knopf-Trophy 2017,Schriesheim,2017-0002-10
2017-0002-13,08.10.2017,BMW-Knopf-Trophy 2017,Schriesheim,2017-0002-13
2017-0007-03,17.09.2017,Großer Preis von Dormagen,Dormagen,2017-0007-03
2017-0007-04,17.09.2017,Großer Preis von Dormagen,Dormagen,2017-0007-04
2017-0007-05,17.09.2017,Großer Preis von Dormagen,Dormagen,2017-0007-05
2017-0007-06,17.09.2017,Großer Preis von Dormagen,Dormagen,2017-0007-06
2017-0009-03,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-03
2017-0009-04,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-04
2017-0009-05,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-05
2017-0009-06,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-06
2017-0009-07,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-07
2017-0009-08,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-08
2017-0009-09,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-09
2017-0009-10,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-10
2017-0009-11,09.09.-10.09.2017,50. Westdeutsche Meisterschaften im System Sterngolf,Ennepetal,2017-0009-11
2017-0011-03,03.09.2017,15. Fun-Sports-Cup,Bamberg,2017-0011-03
2017-0011-04,03.09.2017,15. Fun-Sports-Cup,Bamberg,2017-0011-04
2017-0011-05,03.09.2017,15. Fun-Sports-Cup,Bamberg,2017-0011-05
