round_id,result_id,player_id,tournament_id,round_no,score,identity_status,source
10054|2023-0003-03-1,10054|2023-0003-03,10054,2023-0003-03,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-0003-03-2,10054|2023-0003-03,10054,2023-0003-03,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-0003-03-3,10054|2023-0003-03,10054,2023-0003-03,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-0003-03-4,10054|2023-0003-03,10054,2023-0003-03,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-0003-03-5,10054|2023-0003-03,10054,2023-0003-03,5,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-0003-03-6,10054|2023-0003-03,10054,2023-0003-03,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-0003-03-7,10054|2023-0003-03,10054,2023-0003-03,7,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-07-02-Hammer-1,10054|2023-07-02-Hammer,10054,2023-07-02-Hammer,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-07-02-Hammer-2,10054|2023-07-02-Hammer,10054,2023-07-02-Hammer,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-07-23-Ingolstadt_Baggersee-1,10054|2023-07-23-Ingolstadt_Baggersee,10054,2023-07-23-Ingolstadt_Baggersee,1,22,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-07-23-Ingolstadt_Baggersee-2,10054|2023-07-23-Ingolstadt_Baggersee,10054,2023-07-23-Ingolstadt_Baggersee,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-07-23-Ingolstadt_Baggersee-3,10054|2023-07-23-Ingolstadt_Baggersee,10054,2023-07-23-Ingolstadt_Baggersee,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-07-23-Ingolstadt_Baggersee-4,10054|2023-07-23-Ingolstadt_Baggersee,10054,2023-07-23-Ingolstadt_Baggersee,4,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-08-06-Landshut-1,10054|2023-08-06-Landshut,10054,2023-08-06-Landshut,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-08-06-Landshut-2,10054|2023-08-06-Landshut,10054,2023-08-06-Landshut,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2023-08-06-Landshut-3,10054|2023-08-06-Landshut,10054,2023-08-06-Landshut,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0131-09-1,10054|2024-0131-09,10054,2024-0131-09,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0131-09-2,10054|2024-0131-09,10054,2024-0131-09,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0131-09-3,10054|2024-0131-09,10054,2024-0131-09,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0131-09-4,10054|2024-0131-09,10054,2024-0131-09,4,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0066-09-1,10054|2024-0066-09,10054,2024-0066-09,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0066-09-2,10054|2024-0066-09,10054,2024-0066-09,2,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0066-09-3,10054|2024-0066-09,10054,2024-0066-09,3,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0066-09-4,10054|2024-0066-09,10054,2024-0066-09,4,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0066-09-5,10054|2024-0066-09,10054,2024-0066-09,5,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0066-09-6,10054|2024-0066-09,10054,2024-0066-09,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-03-31-Landshut-1,10054|2024-03-31-Landshut,10054,2024-03-31-Landshut,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-03-31-Landshut-2,10054|2024-03-31-Landshut,10054,2024-03-31-Landshut,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-03-31-Landshut-3,10054|2024-03-31-Landshut,10054,2024-03-31-Landshut,3,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-04-07-Olching-1,10054|2024-04-07-Olching,10054,2024-04-07-Olching,1,45,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-04-07-Olching-2,10054|2024-04-07-Olching,10054,2024-04-07-Olching,2,49,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-07-07-Wolnzach-1,10054|2024-07-07-Wolnzach,10054,2024-07-07-Wolnzach,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-07-07-Wolnzach-2,10054|2024-07-07-Wolnzach,10054,2024-07-07-Wolnzach,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-07-07-Wolnzach-3,10054|2024-07-07-Wolnzach,10054,2024-07-07-Wolnzach,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-08-04-Landshut-1,10054|2024-08-04-Landshut,10054,2024-08-04-Landshut,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-08-04-Landshut-2,10054|2024-08-04-Landshut,10054,2024-08-04-Landshut,2,22,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-08-04-Landshut-3,10054|2024-08-04-Landshut,10054,2024-08-04-Landshut,3,21,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0058-05-1,10054|2024-0058-05,10054,2024-0058-05,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0058-05-2,10054|2024-0058-05,10054,2024-0058-05,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0058-05-3,10054|2024-0058-05,10054,2024-0058-05,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0058-05-4,10054|2024-0058-05,10054,2024-0058-05,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0058-05-5,10054|2024-0058-05,10054,2024-0058-05,5,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0058-05-6,10054|2024-0058-05,10054,2024-0058-05,6,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0132-16-1,10054|2024-0132-16,10054,2024-0132-16,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0132-16-2,10054|2024-0132-16,10054,2024-0132-16,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0132-16-3,10054|2024-0132-16,10054,2024-0132-16,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0132-16-4,10054|2024-0132-16,10054,2024-0132-16,4,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2024-0132-16-5,10054|2024-0132-16,10054,2024-0132-16,5,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-1,10054|2025-0133-18,10054,2025-0133-18,1,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-2,10054|2025-0133-18,10054,2025-0133-18,2,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-3,10054|2025-0133-18,10054,2025-0133-18,3,21,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-4,10054|2025-0133-18,10054,2025-0133-18,4,38,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-5,10054|2025-0133-18,10054,2025-0133-18,5,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-6,10054|2025-0133-18,10054,2025-0133-18,6,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-7,10054|2025-0133-18,10054,2025-0133-18,7,33,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0133-18-8,10054|2025-0133-18,10054,2025-0133-18,8,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0031-05-1,10054|2025-0031-05,10054,2025-0031-05,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0031-05-2,10054|2025-0031-05,10054,2025-0031-05,2,33,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0031-05-3,10054|2025-0031-05,10054,2025-0031-05,3,36,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-06-Wolnzach-1,10054|2025-07-06-Wolnzach,10054,2025-07-06-Wolnzach,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-06-Wolnzach-2,10054|2025-07-06-Wolnzach,10054,2025-07-06-Wolnzach,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-06-Wolnzach-3,10054|2025-07-06-Wolnzach,10054,2025-07-06-Wolnzach,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-06-Wolnzach-4,10054|2025-07-06-Wolnzach,10054,2025-07-06-Wolnzach,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-13-Ingolstadt_Baggersee-1,10054|2025-07-13-Ingolstadt_Baggersee,10054,2025-07-13-Ingolstadt_Baggersee,1,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-13-Ingolstadt_Baggersee-2,10054|2025-07-13-Ingolstadt_Baggersee,10054,2025-07-13-Ingolstadt_Baggersee,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-13-Ingolstadt_Baggersee-3,10054|2025-07-13-Ingolstadt_Baggersee,10054,2025-07-13-Ingolstadt_Baggersee,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-13-Ingolstadt_Baggersee-4,10054|2025-07-13-Ingolstadt_Baggersee,10054,2025-07-13-Ingolstadt_Baggersee,4,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-20-Landshut-1,10054|2025-07-20-Landshut,10054,2025-07-20-Landshut,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-20-Landshut-2,10054|2025-07-20-Landshut,10054,2025-07-20-Landshut,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-20-Landshut-3,10054|2025-07-20-Landshut,10054,2025-07-20-Landshut,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-07-20-Landshut-4,10054|2025-07-20-Landshut,10054,2025-07-20-Landshut,4,20,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-08-03-Höchberg-1,10054|2025-08-03-Höchberg,10054,2025-08-03-Höchberg,1,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-08-03-Höchberg-2,10054|2025-08-03-Höchberg,10054,2025-08-03-Höchberg,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-08-03-Höchberg-3,10054|2025-08-03-Höchberg,10054,2025-08-03-Höchberg,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0132-06-1,10054|2025-0132-06,10054,2025-0132-06,1,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0132-06-2,10054|2025-0132-06,10054,2025-0132-06,2,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0026-06-1,10054|2025-0026-06,10054,2025-0026-06,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0026-06-2,10054|2025-0026-06,10054,2025-0026-06,2,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0026-06-3,10054|2025-0026-06,10054,2025-0026-06,3,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0062-05-1,10054|2025-0062-05,10054,2025-0062-05,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0062-05-2,10054|2025-0062-05,10054,2025-0062-05,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0062-05-3,10054|2025-0062-05,10054,2025-0062-05,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0062-05-4,10054|2025-0062-05,10054,2025-0062-05,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0062-05-5,10054|2025-0062-05,10054,2025-0062-05,5,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10054|2025-0062-05-6,10054|2025-0062-05,10054,2025-0062-05,6,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10087|2019-0038-03-1,10087|2019-0038-03,10087,2019-0038-03,1,41,pass_verified,DMV Ergebnisarchiv 2015-2025
10087|2019-0038-03-2,10087|2019-0038-03,10087,2019-0038-03,2,37,pass_verified,DMV Ergebnisarchiv 2015-2025
10087|2019-0038-03-3,10087|2019-0038-03,10087,2019-0038-03,3,41,pass_verified,DMV Ergebnisarchiv 2015-2025
10087|2019-0038-03-4,10087|2019-0038-03,10087,2019-0038-03,4,38,pass_verified,DMV Ergebnisarchiv 2015-2025
10087|2019-0038-03-5,10087|2019-0038-03,10087,2019-0038-03,5,35,pass_verified,DMV Ergebnisarchiv 2015-2025
10087|2019-0038-03-6,10087|2019-0038-03,10087,2019-0038-03,6,33,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-1,10099|2016-0013-08,10099,2016-0013-08,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-2,10099|2016-0013-08,10099,2016-0013-08,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-3,10099|2016-0013-08,10099,2016-0013-08,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-4,10099|2016-0013-08,10099,2016-0013-08,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-5,10099|2016-0013-08,10099,2016-0013-08,5,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-6,10099|2016-0013-08,10099,2016-0013-08,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-7,10099|2016-0013-08,10099,2016-0013-08,7,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-8,10099|2016-0013-08,10099,2016-0013-08,8,22,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-9,10099|2016-0013-08,10099,2016-0013-08,9,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-0013-08-10,10099|2016-0013-08,10099,2016-0013-08,10,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-05-22-Castrop-1,10099|2016-05-22-Castrop,10099,2016-05-22-Castrop,1,21,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-05-22-Castrop-2,10099|2016-05-22-Castrop,10099,2016-05-22-Castrop,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-05-22-Castrop-3,10099|2016-05-22-Castrop,10099,2016-05-22-Castrop,3,21,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-05-22-Castrop-4,10099|2016-05-22-Castrop,10099,2016-05-22-Castrop,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-06-19-Bochum_Stadtpark-1,10099|2016-06-19-Bochum_Stadtpark,10099,2016-06-19-Bochum_Stadtpark,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-06-19-Bochum_Stadtpark-2,10099|2016-06-19-Bochum_Stadtpark,10099,2016-06-19-Bochum_Stadtpark,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-06-19-Bochum_Stadtpark-3,10099|2016-06-19-Bochum_Stadtpark,10099,2016-06-19-Bochum_Stadtpark,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2016-06-19-Bochum_Stadtpark-4,10099|2016-06-19-Bochum_Stadtpark,10099,2016-06-19-Bochum_Stadtpark,4,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-1,10099|2017-0029-11,10099,2017-0029-11,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-2,10099|2017-0029-11,10099,2017-0029-11,2,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-3,10099|2017-0029-11,10099,2017-0029-11,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-4,10099|2017-0029-11,10099,2017-0029-11,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-5,10099|2017-0029-11,10099,2017-0029-11,5,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-6,10099|2017-0029-11,10099,2017-0029-11,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-7,10099|2017-0029-11,10099,2017-0029-11,7,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0029-11-8,10099|2017-0029-11,10099,2017-0029-11,8,24,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-03-19-Bad_Godesberg-1,10099|2017-03-19-Bad_Godesberg,10099,2017-03-19-Bad_Godesberg,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-03-19-Bad_Godesberg-2,10099|2017-03-19-Bad_Godesberg,10099,2017-03-19-Bad_Godesberg,2,36,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-03-19-Bad_Godesberg-3,10099|2017-03-19-Bad_Godesberg,10099,2017-03-19-Bad_Godesberg,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-03-19-Bad_Godesberg-4,10099|2017-03-19-Bad_Godesberg,10099,2017-03-19-Bad_Godesberg,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-06-11-Bochum_Stadtpark-1,10099|2017-06-11-Bochum_Stadtpark,10099,2017-06-11-Bochum_Stadtpark,1,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-06-11-Bochum_Stadtpark-2,10099|2017-06-11-Bochum_Stadtpark,10099,2017-06-11-Bochum_Stadtpark,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-06-11-Bochum_Stadtpark-3,10099|2017-06-11-Bochum_Stadtpark,10099,2017-06-11-Bochum_Stadtpark,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-06-11-Bochum_Stadtpark-4,10099|2017-06-11-Bochum_Stadtpark,10099,2017-06-11-Bochum_Stadtpark,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-1,10099|2017-0012-08,10099,2017-0012-08,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-2,10099|2017-0012-08,10099,2017-0012-08,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-3,10099|2017-0012-08,10099,2017-0012-08,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-4,10099|2017-0012-08,10099,2017-0012-08,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-5,10099|2017-0012-08,10099,2017-0012-08,5,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-6,10099|2017-0012-08,10099,2017-0012-08,6,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-7,10099|2017-0012-08,10099,2017-0012-08,7,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-8,10099|2017-0012-08,10099,2017-0012-08,8,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-9,10099|2017-0012-08,10099,2017-0012-08,9,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2017-0012-08-10,10099|2017-0012-08,10099,2017-0012-08,10,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-1,10099|2018-0021-08,10099,2018-0021-08,1,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-2,10099|2018-0021-08,10099,2018-0021-08,2,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-3,10099|2018-0021-08,10099,2018-0021-08,3,22,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-4,10099|2018-0021-08,10099,2018-0021-08,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-5,10099|2018-0021-08,10099,2018-0021-08,5,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-6,10099|2018-0021-08,10099,2018-0021-08,6,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-7,10099|2018-0021-08,10099,2018-0021-08,7,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-8,10099|2018-0021-08,10099,2018-0021-08,8,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-9,10099|2018-0021-08,10099,2018-0021-08,9,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0021-08-10,10099|2018-0021-08,10099,2018-0021-08,10,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-04-15-Bad_Godesberg-1,10099|2018-04-15-Bad_Godesberg,10099,2018-04-15-Bad_Godesberg,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-04-15-Bad_Godesberg-2,10099|2018-04-15-Bad_Godesberg,10099,2018-04-15-Bad_Godesberg,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-04-15-Bad_Godesberg-3,10099|2018-04-15-Bad_Godesberg,10099,2018-04-15-Bad_Godesberg,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-04-15-Bad_Godesberg-4,10099|2018-04-15-Bad_Godesberg,10099,2018-04-15-Bad_Godesberg,4,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-1,10099|2018-0017-13,10099,2018-0017-13,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-2,10099|2018-0017-13,10099,2018-0017-13,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-3,10099|2018-0017-13,10099,2018-0017-13,3,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-4,10099|2018-0017-13,10099,2018-0017-13,4,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-5,10099|2018-0017-13,10099,2018-0017-13,5,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-6,10099|2018-0017-13,10099,2018-0017-13,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-7,10099|2018-0017-13,10099,2018-0017-13,7,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-8,10099|2018-0017-13,10099,2018-0017-13,8,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2018-0017-13-9,10099|2018-0017-13,10099,2018-0017-13,9,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0042-03-1,10099|2019-0042-03,10099,2019-0042-03,1,36,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0042-03-2,10099|2019-0042-03,10099,2019-0042-03,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0042-03-3,10099|2019-0042-03,10099,2019-0042-03,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0023-08-1,10099|2019-0023-08,10099,2019-0023-08,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0023-08-2,10099|2019-0023-08,10099,2019-0023-08,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0023-08-3,10099|2019-0023-08,10099,2019-0023-08,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0023-08-4,10099|2019-0023-08,10099,2019-0023-08,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-1,10099|2019-0021-08,10099,2019-0021-08,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-2,10099|2019-0021-08,10099,2019-0021-08,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-3,10099|2019-0021-08,10099,2019-0021-08,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-4,10099|2019-0021-08,10099,2019-0021-08,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-5,10099|2019-0021-08,10099,2019-0021-08,5,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-6,10099|2019-0021-08,10099,2019-0021-08,6,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-7,10099|2019-0021-08,10099,2019-0021-08,7,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-8,10099|2019-0021-08,10099,2019-0021-08,8,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0021-08-9,10099|2019-0021-08,10099,2019-0021-08,9,29,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-1,10099|2019-0038-04,10099,2019-0038-04,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-2,10099|2019-0038-04,10099,2019-0038-04,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-3,10099|2019-0038-04,10099,2019-0038-04,3,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-4,10099|2019-0038-04,10099,2019-0038-04,4,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-5,10099|2019-0038-04,10099,2019-0038-04,5,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-6,10099|2019-0038-04,10099,2019-0038-04,6,27,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-0038-04-7,10099|2019-0038-04,10099,2019-0038-04,7,28,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-17-Bad_Godesberg-1,10099|2019-03-17-Bad_Godesberg,10099,2019-03-17-Bad_Godesberg,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-17-Bad_Godesberg-2,10099|2019-03-17-Bad_Godesberg,10099,2019-03-17-Bad_Godesberg,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-17-Bad_Godesberg-3,10099|2019-03-17-Bad_Godesberg,10099,2019-03-17-Bad_Godesberg,3,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-31-Bad_Godesberg-1,10099|2019-03-31-Bad_Godesberg,10099,2019-03-31-Bad_Godesberg,1,32,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-31-Bad_Godesberg-2,10099|2019-03-31-Bad_Godesberg,10099,2019-03-31-Bad_Godesberg,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-31-Bad_Godesberg-3,10099|2019-03-31-Bad_Godesberg,10099,2019-03-31-Bad_Godesberg,3,26,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-03-31-Bad_Godesberg-4,10099|2019-03-31-Bad_Godesberg,10099,2019-03-31-Bad_Godesberg,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-04-14-Bottrop_Overbeckshof-1,10099|2019-04-14-Bottrop_Overbeckshof,10099,2019-04-14-Bottrop_Overbeckshof,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-04-14-Bottrop_Overbeckshof-2,10099|2019-04-14-Bottrop_Overbeckshof,10099,2019-04-14-Bottrop_Overbeckshof,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
10099|2019-04-14-Bottrop_Overbeckshof-3,10099|2019-04-14-Bottrop_Overbeckshof,10099,2019-04-14-Bottrop_Overbeckshof,3,33,pass_verified,DMV Ergebnisarchiv 2015-2025
