round_id,result_id,player_id,tournament_id,round_no,score,identity_status,source
31142|2017-0026-09-3,31142|2017-0026-09,31142,2017-0026-09,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2017-0026-09-4,31142|2017-0026-09,31142,2017-0026-09,4,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-04-15-Bremen_Vahr-1,31142|2018-04-15-Bremen_Vahr,31142,2018-04-15-Bremen_Vahr,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-04-15-Bremen_Vahr-2,31142|2018-04-15-Bremen_Vahr,31142,2018-04-15-Bremen_Vahr,2,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-04-29-Büttgen-1,31142|2018-04-29-Büttgen,31142,2018-04-29-Büttgen,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-04-29-Büttgen-2,31142|2018-04-29-Büttgen,31142,2018-04-29-Büttgen,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-04-29-Büttgen-3,31142|2018-04-29-Büttgen,31142,2018-04-29-Büttgen,3,21,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-06-10-Bad_Münder-1,31142|2018-06-10-Bad_Münder,31142,2018-06-10-Bad_Münder,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2018-06-10-Bad_Münder-2,31142|2018-06-10-Bad_Münder,31142,2018-06-10-Bad_Münder,2,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-03-31-Wallenhorst_Rulle-1,31142|2019-03-31-Wallenhorst_Rulle,31142,2019-03-31-Wallenhorst_Rulle,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-03-31-Wallenhorst_Rulle-2,31142|2019-03-31-Wallenhorst_Rulle,31142,2019-03-31-Wallenhorst_Rulle,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-03-31-Wallenhorst_Rulle-3,31142|2019-03-31-Wallenhorst_Rulle,31142,2019-03-31-Wallenhorst_Rulle,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-03-31-Wallenhorst_Rulle-4,31142|2019-03-31-Wallenhorst_Rulle,31142,2019-03-31-Wallenhorst_Rulle,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-04-14-Herne-1,31142|2019-04-14-Herne,31142,2019-04-14-Herne,1,39,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-04-14-Herne-2,31142|2019-04-14-Herne,31142,2019-04-14-Herne,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2019-04-14-Herne-3,31142|2019-04-14-Herne,31142,2019-04-14-Herne,3,42,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2022-0137-09-1,31142|2022-0137-09,31142,2022-0137-09,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2022-0137-09-2,31142|2022-0137-09,31142,2022-0137-09,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2022-0137-09-3,31142|2022-0137-09,31142,2022-0137-09,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0041-05-1,31142|2023-0041-05,31142,2023-0041-05,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0041-05-2,31142|2023-0041-05,31142,2023-0041-05,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0041-05-3,31142|2023-0041-05,31142,2023-0041-05,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0169-07-1,31142|2023-0169-07,31142,2023-0169-07,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0169-07-2,31142|2023-0169-07,31142,2023-0169-07,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0169-07-3,31142|2023-0169-07,31142,2023-0169-07,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2023-0169-07-4,31142|2023-0169-07,31142,2023-0169-07,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0212-04-1,31142|2024-0212-04,31142,2024-0212-04,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0212-04-2,31142|2024-0212-04,31142,2024-0212-04,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0212-04-3,31142|2024-0212-04,31142,2024-0212-04,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0212-04-4,31142|2024-0212-04,31142,2024-0212-04,4,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0210-10-1,31142|2024-0210-10,31142,2024-0210-10,1,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0210-10-2,31142|2024-0210-10,31142,2024-0210-10,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0210-10-3,31142|2024-0210-10,31142,2024-0210-10,3,22,pass_verified,DMV Ergebnisarchiv 2015-2025
31142|2024-0210-10-4,31142|2024-0210-10,31142,2024-0210-10,4,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2017-0009-06-1,31144|2017-0009-06,31144,2017-0009-06,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2017-0009-06-2,31144|2017-0009-06,31144,2017-0009-06,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2017-0009-06-3,31144|2017-0009-06,31144,2017-0009-06,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2017-0009-06-4,31144|2017-0009-06,31144,2017-0009-06,4,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2017-0009-06-5,31144|2017-0009-06,31144,2017-0009-06,5,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2017-0009-06-6,31144|2017-0009-06,31144,2017-0009-06,6,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2018-0015-05-1,31144|2018-0015-05,31144,2018-0015-05,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2018-0015-05-2,31144|2018-0015-05,31144,2018-0015-05,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2018-0015-05-3,31144|2018-0015-05,31144,2018-0015-05,3,32,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2018-0015-05-4,31144|2018-0015-05,31144,2018-0015-05,4,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2018-0015-05-5,31144|2018-0015-05,31144,2018-0015-05,5,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2018-0015-05-6,31144|2018-0015-05,31144,2018-0015-05,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2022-0040-03-1,31144|2022-0040-03,31144,2022-0040-03,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2022-0040-03-2,31144|2022-0040-03,31144,2022-0040-03,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2022-0040-03-3,31144|2022-0040-03,31144,2022-0040-03,3,32,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2022-0040-03-4,31144|2022-0040-03,31144,2022-0040-03,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2022-0040-03-5,31144|2022-0040-03,31144,2022-0040-03,5,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2022-0040-03-6,31144|2022-0040-03,31144,2022-0040-03,6,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2023-0043-06-1,31144|2023-0043-06,31144,2023-0043-06,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2023-0043-06-2,31144|2023-0043-06,31144,2023-0043-06,2,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2023-0043-06-3,31144|2023-0043-06,31144,2023-0043-06,3,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2023-0043-06-4,31144|2023-0043-06,31144,2023-0043-06,4,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2023-0043-06-5,31144|2023-0043-06,31144,2023-0043-06,5,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2023-0043-06-6,31144|2023-0043-06,31144,2023-0043-06,6,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2024-0053-07-1,31144|2024-0053-07,31144,2024-0053-07,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2024-0053-07-2,31144|2024-0053-07,31144,2024-0053-07,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2024-0053-07-3,31144|2024-0053-07,31144,2024-0053-07,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2024-0053-07-4,31144|2024-0053-07,31144,2024-0053-07,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2024-0053-07-5,31144|2024-0053-07,31144,2024-0053-07,5,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2024-0053-07-6,31144|2024-0053-07,31144,2024-0053-07,6,36,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2025-0059-05-1,31144|2025-0059-05,31144,2025-0059-05,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2025-0059-05-2,31144|2025-0059-05,31144,2025-0059-05,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2025-0059-05-3,31144|2025-0059-05,31144,2025-0059-05,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2025-0059-05-4,31144|2025-0059-05,31144,2025-0059-05,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2025-0059-05-5,31144|2025-0059-05,31144,2025-0059-05,5,32,pass_verified,DMV Ergebnisarchiv 2015-2025
31144|2025-0059-05-6,31144|2025-0059-05,31144,2025-0059-05,6,27,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2015-0006-09-1,3116|2015-0006-09,3116,2015-0006-09,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2015-0006-09-2,3116|2015-0006-09,3116,2015-0006-09,2,32,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2015-0006-09-3,3116|2015-0006-09,3116,2015-0006-09,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2015-0006-09-4,3116|2015-0006-09,3116,2015-0006-09,4,30,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2015-0006-09-5,3116|2015-0006-09,3116,2015-0006-09,5,34,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-1,3116|2017-0019-04,3116,2017-0019-04,1,35,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-2,3116|2017-0019-04,3116,2017-0019-04,2,28,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-3,3116|2017-0019-04,3116,2017-0019-04,3,32,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-4,3116|2017-0019-04,3116,2017-0019-04,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-5,3116|2017-0019-04,3116,2017-0019-04,5,25,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-6,3116|2017-0019-04,3116,2017-0019-04,6,29,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-7,3116|2017-0019-04,3116,2017-0019-04,7,37,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0019-04-8,3116|2017-0019-04,3116,2017-0019-04,8,31,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0013-06-1,3116|2017-0013-06,3116,2017-0013-06,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0013-06-2,3116|2017-0013-06,3116,2017-0013-06,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0013-06-3,3116|2017-0013-06,3116,2017-0013-06,3,25,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0013-06-4,3116|2017-0013-06,3116,2017-0013-06,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0013-06-5,3116|2017-0013-06,3116,2017-0013-06,5,23,pass_verified,DMV Ergebnisarchiv 2015-2025
3116|2017-0013-06-6,3116|2017-0013-06,3116,2017-0013-06,6,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-1,31177|2015-0014-12,31177,2015-0014-12,1,36,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-2,31177|2015-0014-12,31177,2015-0014-12,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-3,31177|2015-0014-12,31177,2015-0014-12,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-4,31177|2015-0014-12,31177,2015-0014-12,4,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-5,31177|2015-0014-12,31177,2015-0014-12,5,37,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-6,31177|2015-0014-12,31177,2015-0014-12,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2015-0014-12-7,31177|2015-0014-12,31177,2015-0014-12,7,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2019-03-24-Ohlsbach-1,31177|2019-03-24-Ohlsbach,31177,2019-03-24-Ohlsbach,1,32,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2019-03-24-Ohlsbach-2,31177|2019-03-24-Ohlsbach,31177,2019-03-24-Ohlsbach,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2019-03-24-Ohlsbach-3,31177|2019-03-24-Ohlsbach,31177,2019-03-24-Ohlsbach,3,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2019-03-24-Ohlsbach-4,31177|2019-03-24-Ohlsbach,31177,2019-03-24-Ohlsbach,4,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-1,31177|2022-0047-10,31177,2022-0047-10,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-2,31177|2022-0047-10,31177,2022-0047-10,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-3,31177|2022-0047-10,31177,2022-0047-10,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-4,31177|2022-0047-10,31177,2022-0047-10,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-5,31177|2022-0047-10,31177,2022-0047-10,5,36,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-6,31177|2022-0047-10,31177,2022-0047-10,6,35,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-7,31177|2022-0047-10,31177,2022-0047-10,7,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-8,31177|2022-0047-10,31177,2022-0047-10,8,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2022-0047-10-9,31177|2022-0047-10,31177,2022-0047-10,9,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0051-08-1,31177|2023-0051-08,31177,2023-0051-08,1,43,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0051-08-2,31177|2023-0051-08,31177,2023-0051-08,2,37,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-1,31177|2023-0050-12,31177,2023-0050-12,1,41,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-2,31177|2023-0050-12,31177,2023-0050-12,2,41,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-3,31177|2023-0050-12,31177,2023-0050-12,3,43,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-4,31177|2023-0050-12,31177,2023-0050-12,4,40,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-5,31177|2023-0050-12,31177,2023-0050-12,5,42,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-6,31177|2023-0050-12,31177,2023-0050-12,6,41,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2023-0050-12-7,31177|2023-0050-12,31177,2023-0050-12,7,37,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0065-07-1,31177|2024-0065-07,31177,2024-0065-07,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0065-07-2,31177|2024-0065-07,31177,2024-0065-07,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0065-07-3,31177|2024-0065-07,31177,2024-0065-07,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0065-07-4,31177|2024-0065-07,31177,2024-0065-07,4,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-1,31177|2024-0061-11,31177,2024-0061-11,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-2,31177|2024-0061-11,31177,2024-0061-11,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-3,31177|2024-0061-11,31177,2024-0061-11,3,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-4,31177|2024-0061-11,31177,2024-0061-11,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-5,31177|2024-0061-11,31177,2024-0061-11,5,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-6,31177|2024-0061-11,31177,2024-0061-11,6,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-7,31177|2024-0061-11,31177,2024-0061-11,7,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0061-11-8,31177|2024-0061-11,31177,2024-0061-11,8,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-07-21-Waldshut-1,31177|2024-07-21-Waldshut,31177,2024-07-21-Waldshut,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-07-21-Waldshut-2,31177|2024-07-21-Waldshut,31177,2024-07-21-Waldshut,2,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-07-21-Waldshut-3,31177|2024-07-21-Waldshut,31177,2024-07-21-Waldshut,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0029-04-1,31177|2024-0029-04,31177,2024-0029-04,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0029-04-2,31177|2024-0029-04,31177,2024-0029-04,2,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2024-0029-04-3,31177|2024-0029-04,31177,2024-0029-04,3,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0127-07-1,31177|2025-0127-07,31177,2025-0127-07,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0127-07-2,31177|2025-0127-07,31177,2025-0127-07,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0127-07-3,31177|2025-0127-07,31177,2025-0127-07,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0127-07-4,31177|2025-0127-07,31177,2025-0127-07,4,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0071-03-1,31177|2025-0071-03,31177,2025-0071-03,1,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0071-03-2,31177|2025-0071-03,31177,2025-0071-03,2,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0071-03-3,31177|2025-0071-03,31177,2025-0071-03,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-07-06-Waldshut-1,31177|2025-07-06-Waldshut,31177,2025-07-06-Waldshut,1,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-07-06-Waldshut-2,31177|2025-07-06-Waldshut,31177,2025-07-06-Waldshut,2,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-07-06-Waldshut-3,31177|2025-07-06-Waldshut,31177,2025-07-06-Waldshut,3,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0026-04-1,31177|2025-0026-04,31177,2025-0026-04,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0026-04-2,31177|2025-0026-04,31177,2025-0026-04,2,32,pass_verified,DMV Ergebnisarchiv 2015-2025
31177|2025-0026-04-3,31177|2025-0026-04,31177,2025-0026-04,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0004-04-1,31210|2015-0004-04,31210,2015-0004-04,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0004-04-2,31210|2015-0004-04,31210,2015-0004-04,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0004-04-3,31210|2015-0004-04,31210,2015-0004-04,3,34,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0022-05-1,31210|2015-0022-05,31210,2015-0022-05,1,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0022-05-2,31210|2015-0022-05,31210,2015-0022-05,2,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0022-05-3,31210|2015-0022-05,31210,2015-0022-05,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0028-03-1,31210|2015-0028-03,31210,2015-0028-03,1,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0028-03-2,31210|2015-0028-03,31210,2015-0028-03,2,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0028-03-3,31210|2015-0028-03,31210,2015-0028-03,3,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-1,31210|2015-0014-12,31210,2015-0014-12,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-2,31210|2015-0014-12,31210,2015-0014-12,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-3,31210|2015-0014-12,31210,2015-0014-12,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-4,31210|2015-0014-12,31210,2015-0014-12,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-5,31210|2015-0014-12,31210,2015-0014-12,5,32,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-6,31210|2015-0014-12,31210,2015-0014-12,6,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2015-0014-12-7,31210|2015-0014-12,31210,2015-0014-12,7,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-1,31210|2016-0013-09,31210,2016-0013-09,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-2,31210|2016-0013-09,31210,2016-0013-09,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-3,31210|2016-0013-09,31210,2016-0013-09,3,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-4,31210|2016-0013-09,31210,2016-0013-09,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-5,31210|2016-0013-09,31210,2016-0013-09,5,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-6,31210|2016-0013-09,31210,2016-0013-09,6,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-7,31210|2016-0013-09,31210,2016-0013-09,7,21,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-8,31210|2016-0013-09,31210,2016-0013-09,8,20,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-9,31210|2016-0013-09,31210,2016-0013-09,9,22,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0013-09-10,31210|2016-0013-09,31210,2016-0013-09,10,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0046-10-1,31210|2016-0046-10,31210,2016-0046-10,1,26,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0046-10-2,31210|2016-0046-10,31210,2016-0046-10,2,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0046-10-3,31210|2016-0046-10,31210,2016-0046-10,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2016-0046-10-4,31210|2016-0046-10,31210,2016-0046-10,4,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0029-06-1,31210|2017-0029-06,31210,2017-0029-06,1,25,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0029-06-2,31210|2017-0029-06,31210,2017-0029-06,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0029-06-3,31210|2017-0029-06,31210,2017-0029-06,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0029-06-4,31210|2017-0029-06,31210,2017-0029-06,4,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-1,31210|2017-0041-17,31210,2017-0041-17,1,37,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-2,31210|2017-0041-17,31210,2017-0041-17,2,23,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-3,31210|2017-0041-17,31210,2017-0041-17,3,38,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-4,31210|2017-0041-17,31210,2017-0041-17,4,22,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-5,31210|2017-0041-17,31210,2017-0041-17,5,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-6,31210|2017-0041-17,31210,2017-0041-17,6,22,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0041-17-7,31210|2017-0041-17,31210,2017-0041-17,7,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0050-04-1,31210|2017-0050-04,31210,2017-0050-04,1,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0050-04-2,31210|2017-0050-04,31210,2017-0050-04,2,21,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0050-04-3,31210|2017-0050-04,31210,2017-0050-04,3,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0050-04-4,31210|2017-0050-04,31210,2017-0050-04,4,19,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-1,31210|2017-0012-09,31210,2017-0012-09,1,33,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-2,31210|2017-0012-09,31210,2017-0012-09,2,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-3,31210|2017-0012-09,31210,2017-0012-09,3,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-4,31210|2017-0012-09,31210,2017-0012-09,4,28,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-5,31210|2017-0012-09,31210,2017-0012-09,5,27,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-6,31210|2017-0012-09,31210,2017-0012-09,6,29,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-7,31210|2017-0012-09,31210,2017-0012-09,7,22,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-8,31210|2017-0012-09,31210,2017-0012-09,8,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-9,31210|2017-0012-09,31210,2017-0012-09,9,30,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2017-0012-09-10,31210|2017-0012-09,31210,2017-0012-09,10,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2018-0021-09-1,31210|2018-0021-09,31210,2018-0021-09,1,31,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2018-0021-09-2,31210|2018-0021-09,31210,2018-0021-09,2,24,pass_verified,DMV Ergebnisarchiv 2015-2025
31210|2018-0021-09-3,31210|2018-0021-09,31210,2018-0021-09,3,27,pass_verified,DMV Ergebnisarchiv 2015-2025
